MeSH Symptom Term,MeSH Disease Term,PubMed occurrence,TFIDF score
"Purpura, Thrombocytopenic, Idiopathic",Ataxia Telangiectasia,2,3.867788909913964
Hallucinations,Schizophrenia,1136,1957.6553773925696
Memory Disorders,Schizophrenia,536,786.8467177078502
Weight Gain,Schizophrenia,355,527.7748579399986
Perceptual Disorders,Schizophrenia,263,364.5330873143272
Body Weight,Schizophrenia,246,84.37501039761219
Obesity,Schizophrenia,237,197.3152154376533
Mental Retardation,Schizophrenia,201,181.99478349861562
Catatonia,Schizophrenia,191,516.0641442658904
Psychomotor Disorders,Schizophrenia,155,206.40435370375198
"Akathisia, Drug-Induced",Schizophrenia,155,482.19127464063035
Psychomotor Agitation,Schizophrenia,123,275.83490210425043
Language Disorders,Schizophrenia,106,114.24008622671393
Learning Disorders,Schizophrenia,79,137.0896778060085
Seizures,Schizophrenia,76,64.23268633962746
Sleep Disorders,Schizophrenia,70,104.50992369085219
Delirium,Schizophrenia,68,141.70895016822462
Headache,"Neoplasms, Fibrous Tissue",2,1.7691285094237812
Abdominal Pain,"Neoplasms, Fibrous Tissue",2,1.6969673562948158
Arthralgia,"Neoplasms, Fibrous Tissue",1,1.4773000003262131
"Jaundice, Obstructive","Neoplasms, Fibrous Tissue",1,2.4980286321774794
Quadriplegia,"Neoplasms, Fibrous Tissue",1,1.3691396694936402
Coma,"Neoplasms, Fibrous Tissue",1,1.312084812843242
Neuralgia,"Neoplasms, Fibrous Tissue",1,1.5383141060813592
Dyspnea,"Neoplasms, Fibrous Tissue",1,1.005221681539617
Chest Pain,"Neoplasms, Fibrous Tissue",1,1.0995608303564923
Edema,"Neoplasms, Fibrous Tissue",1,0.5958780941028821
Facial Paralysis,"Neoplasms, Fibrous Tissue",1,1.357096911630458
Edema,Macroglossia,6,3.5752685646172924
Mental Retardation,Macroglossia,4,3.621786736290857
Dysarthria,Macroglossia,4,8.106340471495026
Speech Disorders,Macroglossia,3,3.4587496830720124
Dyspnea,Macroglossia,3,3.015665044618851
Oral Hemorrhage,Macroglossia,3,7.727736866982969
Birth Weight,Macroglossia,2,2.8142618860093997
Articulation Disorders,Macroglossia,2,3.774897915493608
Seizures,Macroglossia,2,1.690333851042828
Coma,Macroglossia,2,2.624169625686484
Muscle Hypotonia,Macroglossia,2,3.3130222694115505
Trismus,Macroglossia,1,2.597960426216085
Mouth Breathing,Macroglossia,1,3.229359599707584
Toothache,Macroglossia,1,2.7305823144577674
Hypoventilation,Macroglossia,1,2.5213533047438883
Body Weight,Macroglossia,1,0.34298784714476505
Headache,Subarachnoid Hemorrhage,209,184.87392923478512
Seizures,Subarachnoid Hemorrhage,65,54.935850158891895
Spasm,Subarachnoid Hemorrhage,62,84.77120323687969
Coma,Subarachnoid Hemorrhage,55,72.16466470637832
Unconsciousness,Subarachnoid Hemorrhage,40,37.118913168225866
Fever,Subarachnoid Hemorrhage,31,19.1870666007822
Hemiplegia,Subarachnoid Hemorrhage,30,38.83897088676048
Consciousness Disorders,Subarachnoid Hemorrhage,22,19.2968440769362
Vision Disorders,Subarachnoid Hemorrhage,17,11.279320341754456
Paralysis,Subarachnoid Hemorrhage,17,8.236013417208422
Pain,Subarachnoid Hemorrhage,16,5.270187338091842
Vomiting,Subarachnoid Hemorrhage,16,13.4962026468062
Memory Disorders,Subarachnoid Hemorrhage,15,22.01996411495849
Paraplegia,Subarachnoid Hemorrhage,14,17.88470997132073
Ophthalmoplegia,Subarachnoid Hemorrhage,12,15.958167230196992
Neurologic Manifestations,Subarachnoid Hemorrhage,11,0.7693555449286782
Hyperventilation,"Positive-Pressure Respiration, Intrinsic",3,6.315390440007521
Anoxia,"Positive-Pressure Respiration, Intrinsic",1,1.00198857170747
Dyspnea,"Positive-Pressure Respiration, Intrinsic",1,1.005221681539617
Cheyne-Stokes Respiration,"Positive-Pressure Respiration, Intrinsic",1,3.637823210812004
Obesity,"Positive-Pressure Respiration, Intrinsic",1,0.8325536516356681
Hypercapnia,"Positive-Pressure Respiration, Intrinsic",1,2.1109838219206343
Jaundice,Hepatic Encephalopathy,42,61.097894379994486
Coma,Hepatic Encephalopathy,32,41.98671401098375
Neurologic Manifestations,Hepatic Encephalopathy,27,1.8884181557340285
Seizures,Hepatic Encephalopathy,17,14.367837733864036
Body Weight,Hepatic Encephalopathy,14,4.80182986002671
Tremor,Hepatic Encephalopathy,14,24.35093901559552
Constipation,Hepatic Encephalopathy,10,15.939154935265588
Sleep Disorders,Hepatic Encephalopathy,9,13.436990188823852
Memory Disorders,Hepatic Encephalopathy,9,13.211978468975095
Confusion,Hepatic Encephalopathy,9,13.580533901492956
Dyskinesias,Hepatic Encephalopathy,8,5.983616629668188
Fatigue,Hepatic Encephalopathy,8,9.104105244171434
Anoxia,Hepatic Encephalopathy,8,8.015908573659763
Consciousness Disorders,Hepatic Encephalopathy,8,7.01703420979498
Psychomotor Disorders,Hepatic Encephalopathy,7,9.321486941459767
Hemiplegia,Hepatic Encephalopathy,6,7.767794177352097
Seizures,Oligodendroglioma,23,19.43883928699252
Headache,Oligodendroglioma,10,8.845642547118906
Paralysis,Oligodendroglioma,7,3.391299642379938
Muscle Weakness,Oligodendroglioma,6,5.957946490217173
Paresis,Oligodendroglioma,6,7.726414702997732
Muscular Atrophy,Oligodendroglioma,4,5.843287078375312
Speech Disorders,Oligodendroglioma,3,3.4587496830720124
Hallucinations,Oligodendroglioma,3,5.169864552973335
Cafe-au-Lait Spots,Oligodendroglioma,2,6.607856590410184
Memory Disorders,Oligodendroglioma,2,2.9359952153277997
Sensation Disorders,Oligodendroglioma,2,0.6866438085432793
Nausea,Oligodendroglioma,2,2.27750614832828
Blindness,Oligodendroglioma,2,2.1962767100198994
Urinary Incontinence,Oligodendroglioma,2,3.2350586832697266
Aphasia,Oligodendroglioma,2,3.6213236290660666
Paraplegia,Oligodendroglioma,2,2.554958567331533
"Jaundice, Obstructive",Bile Duct Neoplasms,76,189.85017604548844
Jaundice,Bile Duct Neoplasms,73,106.19395927951423
Abdominal Pain,Bile Duct Neoplasms,17,14.424222528505936
Pain,Bile Duct Neoplasms,12,3.9526405035688814
Body Weight,Bile Duct Neoplasms,8,2.7439027771581204
Pruritus,Bile Duct Neoplasms,8,11.727536867854429
Diarrhea,Bile Duct Neoplasms,6,5.539128786493863
Nausea,Bile Duct Neoplasms,6,6.832518444984839
Fever,Bile Duct Neoplasms,5,3.0946881614164843
Colic,Bile Duct Neoplasms,5,10.6737365818641
Vomiting,Bile Duct Neoplasms,5,4.217563327126937
Fatigue,Bile Duct Neoplasms,4,4.552052622085717
"Abdomen, Acute",Bile Duct Neoplasms,3,4.312800391438587
Weight Loss,Bile Duct Neoplasms,3,3.0001611341435237
Gastroparesis,Bile Duct Neoplasms,2,6.594994809749602
Feminization,Bile Duct Neoplasms,2,7.5247718669075345
Cyanosis,Arteriovenous Fistula,45,78.45343143857399
Tinnitus,Arteriovenous Fistula,45,88.83151301462969
Anoxia,Arteriovenous Fistula,37,37.0735771531764
Dyspnea,Arteriovenous Fistula,30,30.156650446188518
Heart Murmurs,Arteriovenous Fistula,30,70.90251394311446
Ophthalmoplegia,Arteriovenous Fistula,27,35.90587626794323
Vision Disorders,Arteriovenous Fistula,27,17.914214660433547
Edema,Arteriovenous Fistula,25,14.896952352572052
Pain,Arteriovenous Fistula,24,7.905281007137762
Headache,Arteriovenous Fistula,23,20.344977858373486
"Cardiac Output, High",Arteriovenous Fistula,20,76.72987811214978
Paralysis,Arteriovenous Fistula,18,8.72048479469127
Hemiplegia,Arteriovenous Fistula,18,23.30338253205629
Angina Pectoris,Arteriovenous Fistula,18,26.148300708435432
Paraplegia,Arteriovenous Fistula,17,21.71714782231803
Abdominal Pain,Arteriovenous Fistula,16,13.575738850358524
Edema,Refeeding Syndrome,2,1.191756188205764
Obesity,Refeeding Syndrome,1,0.8325536516356681
Anorexia,Refeeding Syndrome,1,1.8252606139541865
Weight Loss,Refeeding Syndrome,1,1.0000537113811745
"Obesity, Morbid",Refeeding Syndrome,1,1.75293995237456
Delirium,Refeeding Syndrome,1,2.083955149532715
Hyperemesis Gravidarum,Refeeding Syndrome,1,2.8750827384528637
Weight Gain,Refeeding Syndrome,1,1.4866897406760522
Cachexia,Refeeding Syndrome,1,1.9947240158047723
Pain,Serositis,3,0.9881601258922204
Fever,Serositis,3,1.8568128968498905
"Abdomen, Acute",Serositis,3,4.312800391438587
Hypergammaglobulinemia,Serositis,2,3.358250327413871
"Purpura, Schoenlein-Henoch",Serositis,2,3.9964288414890814
Abdominal Pain,Serositis,2,1.6969673562948158
"Purpura, Thrombocytopenic, Idiopathic",Serositis,1,1.9338944549569816
Dyspnea,Serositis,1,1.005221681539617
Weight Loss,Serositis,1,1.0000537113811745
Proteinuria,Serositis,1,1.248977773533552
Albuminuria,Serositis,1,2.0650866652283315
Fatigue,Serositis,1,1.1380131555214292
Coma,Serositis,1,1.312084812843242
Chest Pain,Serositis,1,1.0995608303564923
Weight Loss,Linitis Plastica,2,2.0001074227623494
Vomiting,Linitis Plastica,1,0.8435126654253875
Nausea,Linitis Plastica,1,1.1387530741641398
Abdominal Pain,Linitis Plastica,1,0.8484836781474079
Anorexia,Linitis Plastica,1,1.8252606139541865
Urinary Incontinence,Linitis Plastica,1,1.6175293416348633
Diarrhea,Linitis Plastica,1,0.9231881310823103
Constipation,Linitis Plastica,1,1.5939154935265591
Abdominal Pain,"Tuberculosis, Endocrine",3,2.545451034442224
Fever,"Tuberculosis, Endocrine",3,1.8568128968498905
Obesity,"Tuberculosis, Endocrine",2,1.6651073032713362
Vocal Cord Paralysis,"Tuberculosis, Endocrine",2,3.9755590869039215
Fever of Unknown Origin,"Tuberculosis, Endocrine",1,1.4731549166710445
Dyspnea,"Tuberculosis, Endocrine",1,1.005221681539617
Polyuria,"Tuberculosis, Endocrine",1,2.360901406839901
Hoarseness,"Tuberculosis, Endocrine",1,2.2161269226411977
Body Weight,"Tuberculosis, Endocrine",1,0.34298784714476505
"Cardiac Output, Low","Tuberculosis, Endocrine",1,2.1427956495556484
Hypothermia,"Tuberculosis, Endocrine",1,1.9454362153971527
Asthenia,"Tuberculosis, Endocrine",1,2.0632192510535368
Muscle Weakness,Andersen Syndrome,2,1.985982163405724
Body Weight,Endomyocardial Fibrosis,13,4.458842012881945
Dyspnea,Endomyocardial Fibrosis,7,7.03655177077732
Edema,Endomyocardial Fibrosis,5,2.97939047051441
Angina Pectoris,Endomyocardial Fibrosis,3,4.358050118072572
Chest Pain,Endomyocardial Fibrosis,3,3.298682491069478
"Cardiac Output, Low",Endomyocardial Fibrosis,2,4.285591299111297
Heart Murmurs,Endomyocardial Fibrosis,2,4.726834262874297
Cyanosis,Endomyocardial Fibrosis,2,3.4868191750477324
"Edema, Cardiac",Endomyocardial Fibrosis,2,7.038079349644075
Feminization,Endomyocardial Fibrosis,1,3.7623859334537673
Paraplegia,Endomyocardial Fibrosis,1,1.2774792836657665
Syncope,Endomyocardial Fibrosis,1,1.4908914275297522
Pruritus,Endomyocardial Fibrosis,1,1.4659421084818036
Abdominal Pain,Endomyocardial Fibrosis,1,0.8484836781474079
Pain,Endomyocardial Fibrosis,1,0.3293867086307401
Anoxia,Endomyocardial Fibrosis,1,1.00198857170747
Birth Weight,"Paralysis, Obstetric",6,8.4427856580282
Horner Syndrome,"Paralysis, Obstetric",5,11.048131790190522
Muscular Atrophy,"Paralysis, Obstetric",4,5.843287078375312
Paralysis,"Paralysis, Obstetric",4,1.9378855099313932
Muscle Weakness,"Paralysis, Obstetric",3,2.9789732451085866
Paresis,"Paralysis, Obstetric",2,2.575471567665911
Sensation Disorders,"Paralysis, Obstetric",2,0.6866438085432793
Respiratory Paralysis,"Paralysis, Obstetric",2,4.978840515281759
Facial Paralysis,"Paralysis, Obstetric",2,2.714193823260916
Muscle Hypotonia,"Paralysis, Obstetric",1,1.6565111347057753
Fetal Macrosomia,"Paralysis, Obstetric",1,3.3367181180280827
Spasm,"Paralysis, Obstetric",1,1.3672774715625755
Anoxia,"Paralysis, Obstetric",1,1.00198857170747
Hemiplegia,"Paralysis, Obstetric",1,1.2946323628920158
Torticollis,"Paralysis, Obstetric",1,2.154990922649467
Quadriplegia,"Paralysis, Obstetric",1,1.3691396694936402
Diplopia,Ocular Motility Disorders,101,166.06069518723106
Myoclonus,Ocular Motility Disorders,80,142.00566955442645
Vision Disorders,Ocular Motility Disorders,58,38.48238704833873
Apraxias,Ocular Motility Disorders,52,123.9562515623064
Ataxia,Ocular Motility Disorders,47,57.324006500516184
Ophthalmoplegia,Ocular Motility Disorders,40,53.193890767323296
Cerebellar Ataxia,Ocular Motility Disorders,37,63.22506804943928
"Supranuclear Palsy, Progressive",Ocular Motility Disorders,28,84.95612812631144
Dizziness,Ocular Motility Disorders,26,34.90425698269845
Dystonia,Ocular Motility Disorders,26,39.93883487159919
Muscle Weakness,Ocular Motility Disorders,18,17.873839470651514
Vertigo,Ocular Motility Disorders,18,28.73253497737641
Perceptual Disorders,Ocular Motility Disorders,16,22.176917859426748
Paresis,Ocular Motility Disorders,16,20.603772541327288
Mental Retardation,Ocular Motility Disorders,15,13.581700261090715
Paralysis,Ocular Motility Disorders,14,6.782599284759878
"Hearing Loss, Sensorineural",Otosclerosis,113,137.2787122324653
Deafness,Otosclerosis,110,135.13798793684873
"Hearing Loss, Conductive",Otosclerosis,97,219.9397610517886
Hearing Disorders,Otosclerosis,68,49.981127097048336
Tinnitus,Otosclerosis,47,92.77958025972431
Hearing Loss,Otosclerosis,45,36.15977450802732
Dizziness,Otosclerosis,37,49.67144262922472
Vertigo,Otosclerosis,31,49.483810238814925
"Hearing Loss, Bilateral",Otosclerosis,16,35.388616336681594
Facial Paralysis,Otosclerosis,10,13.570969116304578
"Hearing Loss, Noise-Induced",Otosclerosis,8,25.552494541012482
"Reflex, Abnormal",Otosclerosis,6,8.4427856580282
"Hearing Loss, Mixed Conductive-Sensorineural",Otosclerosis,6,24.02128794162393
Edema,Otosclerosis,4,2.383512376411528
Presbycusis,Otosclerosis,4,14.77357224786726
Hyperacusis,Otosclerosis,3,12.170681912927842
Learning Disorders,Aicardi Syndrome,1,1.7353123772912469
Mental Retardation,Aicardi Syndrome,1,0.9054466840727144
Chest Pain,Esophageal Diseases,177,194.6222669730992
Spasm,Esophageal Diseases,156,213.29528556376175
Pain,Esophageal Diseases,127,41.83211199610399
Vomiting,Esophageal Diseases,107,90.25585520051645
Angina Pectoris,Esophageal Diseases,78,113.30930306988688
Hematemesis,Esophageal Diseases,44,91.77791602334507
Heartburn,Esophageal Diseases,33,104.83669076384415
Dyspnea,Esophageal Diseases,17,17.08876858617349
Abdominal Pain,Esophageal Diseases,11,9.333320459621486
Dyspepsia,Esophageal Diseases,10,20.82052199386629
Psychophysiologic Disorders,Esophageal Diseases,9,13.342550707381307
Diarrhea,Esophageal Diseases,8,7.385505048658483
Edema,Esophageal Diseases,8,4.7670247528230565
"Abdomen, Acute",Esophageal Diseases,6,8.625600782877171
Respiratory Sounds,Esophageal Diseases,6,9.835615969627618
Cough,Esophageal Diseases,6,7.888374906577994
Fever,Precursor Cell Lymphoblastic Leukemia-Lymphoma,81,50.13394821494704
Obesity,Precursor Cell Lymphoblastic Leukemia-Lymphoma,52,43.29278988505474
Pain,Precursor Cell Lymphoblastic Leukemia-Lymphoma,45,14.822401888383306
Body Weight,Precursor Cell Lymphoblastic Leukemia-Lymphoma,35,12.004574650066777
Learning Disorders,Precursor Cell Lymphoblastic Leukemia-Lymphoma,28,48.5887465641549
Vomiting,Precursor Cell Lymphoblastic Leukemia-Lymphoma,28,23.618354631910854
Seizures,Precursor Cell Lymphoblastic Leukemia-Lymphoma,26,21.974340063556767
Nausea,Precursor Cell Lymphoblastic Leukemia-Lymphoma,25,28.468826854103497
Arthralgia,Precursor Cell Lymphoblastic Leukemia-Lymphoma,15,22.159500004893196
Memory Disorders,Precursor Cell Lymphoblastic Leukemia-Lymphoma,14,20.551966507294594
Muscle Weakness,Precursor Cell Lymphoblastic Leukemia-Lymphoma,14,13.90187514384007
Blindness,Precursor Cell Lymphoblastic Leukemia-Lymphoma,14,15.373936970139296
Headache,Precursor Cell Lymphoblastic Leukemia-Lymphoma,13,11.499335311254578
Abdominal Pain,Precursor Cell Lymphoblastic Leukemia-Lymphoma,13,11.030287815916305
Back Pain,Precursor Cell Lymphoblastic Leukemia-Lymphoma,12,13.76314223015258
Fatigue,Precursor Cell Lymphoblastic Leukemia-Lymphoma,11,12.518144710735722
Respiratory Sounds,Respiration Disorders,91,149.17350887268552
Anoxia,Respiration Disorders,90,90.17897145367232
Cough,Respiration Disorders,72,94.66049887893593
Sleep Disorders,Respiration Disorders,65,97.04492914150559
Cheyne-Stokes Respiration,Respiration Disorders,61,221.90721585953227
Dyspnea,Respiration Disorders,59,59.308079210837406
Apnea,Respiration Disorders,50,93.82769541708684
Obesity,Respiration Disorders,33,27.47427050397705
Hypercapnia,Respiration Disorders,32,67.5514823014603
Hyperventilation,Respiration Disorders,24,50.52312352006017
Mental Retardation,Respiration Disorders,22,19.919827049599714
Pain,Respiration Disorders,22,7.246507589876282
Snoring,Respiration Disorders,20,55.20209507448178
Hypoventilation,Respiration Disorders,19,47.90571279013388
Quadriplegia,Respiration Disorders,13,17.798815703417326
Cyanosis,Respiration Disorders,13,22.664324637810264
Dyspnea,Scimitar Syndrome,8,8.041773452316937
Chest Pain,Scimitar Syndrome,3,3.298682491069478
Respiratory Sounds,Scimitar Syndrome,3,4.917807984813809
Hemoptysis,Scimitar Syndrome,3,5.091223090610749
Cough,Scimitar Syndrome,2,2.6294583021926647
Heart Murmurs,Scimitar Syndrome,1,2.3634171314371484
Paralysis,Scimitar Syndrome,1,0.4844713774828484
Cyanosis,Scimitar Syndrome,1,1.7434095875238662
Myoclonus,Scimitar Syndrome,1,1.775070869430331
Angina Pectoris,Scimitar Syndrome,1,1.4526833726908572
Pain,Masochism,7,2.3057069604151805
Anorexia,Masochism,1,1.8252606139541865
Blindness,Diabetic Retinopathy,276,303.08618598274614
Albuminuria,Diabetic Retinopathy,176,363.45525308018637
Vision Disorders,Diabetic Retinopathy,148,98.19643591645054
Edema,Diabetic Retinopathy,87,51.841394186950744
Proteinuria,Diabetic Retinopathy,72,89.92639969441574
Body Weight,Diabetic Retinopathy,61,20.922258675830665
Color Vision Defects,Diabetic Retinopathy,39,100.09778595694836
Anoxia,Diabetic Retinopathy,39,39.077554296591344
Obesity,Diabetic Retinopathy,28,23.31150224579871
"Vision, Low",Diabetic Retinopathy,23,51.88900119107273
Scotoma,Diabetic Retinopathy,17,40.48051344101099
Eye Manifestations,Diabetic Retinopathy,8,12.063015791163966
Ophthalmoplegia,Diabetic Retinopathy,7,9.308930884281578
Eye Hemorrhage,Diabetic Retinopathy,7,19.2684942276575
Pseudophakia,Diabetic Retinopathy,6,22.513401371938485
Birth Weight,Diabetic Retinopathy,5,7.035654715023501
Fever,Heat Exhaustion,45,27.85219345274836
Coma,Heat Exhaustion,12,15.745017754118905
Hypothermia,Heat Exhaustion,8,15.563489723177225
Body Weight,Heat Exhaustion,8,2.7439027771581204
Muscle Cramp,Heat Exhaustion,8,17.940481437674826
Seizures,Heat Exhaustion,7,5.916168478649897
Obesity,Heat Exhaustion,6,4.995321909814009
Neurologic Manifestations,Heat Exhaustion,6,0.4196484790520063
Syncope,Heat Exhaustion,6,8.945348565178511
Edema,Heat Exhaustion,4,2.383512376411528
Diarrhea,Heat Exhaustion,4,3.6927525243292414
Anoxia,Heat Exhaustion,4,4.0079542868298805
Jaundice,Heat Exhaustion,4,5.8188470838090005
Confusion,Heat Exhaustion,3,4.526844633830986
Cerebellar Ataxia,Heat Exhaustion,3,5.126356868873454
Paralysis,Heat Exhaustion,3,1.4534141324485448
Fever,Heat Stroke,29,17.949191336215605
Hypothermia,Heat Stroke,8,15.563489723177225
Coma,Heat Stroke,4,5.248339251372968
Unconsciousness,Heat Stroke,3,2.78391848761694
Seizures,Heat Stroke,3,2.5355007765642417
Fatigue,Heat Stroke,2,2.2760263110428585
Body Weight,Heat Stroke,2,0.6859756942895301
Quadriplegia,Heat Stroke,2,2.7382793389872804
Mental Retardation,Heat Stroke,1,0.9054466840727144
Muscle Spasticity,Heat Stroke,1,1.7272802055939829
Mobility Limitation,Heat Stroke,1,2.76385710334264
Dysarthria,Heat Stroke,1,2.0265851178737564
Psychomotor Agitation,Heat Stroke,1,2.2425601797093533
"Obesity, Morbid",Heat Stroke,1,1.75293995237456
Facial Paralysis,Heat Stroke,1,1.357096911630458
Catatonia,Heat Stroke,1,2.701906514481101
Headache,Epidermal Cyst,10,8.845642547118906
Pain,Epidermal Cyst,9,2.964480377676661
Vertigo,Epidermal Cyst,8,12.770015545500627
Dizziness,Epidermal Cyst,8,10.739771379291833
Abdominal Pain,Epidermal Cyst,6,5.090902068884447
"Abdomen, Acute",Epidermal Cyst,5,7.188000652397642
"Hearing Loss, Sensorineural",Epidermal Cyst,5,6.0742793023214725
Vision Disorders,Epidermal Cyst,5,3.3174471593395456
Sensation Disorders,Epidermal Cyst,4,1.3732876170865589
Diplopia,Epidermal Cyst,4,6.5766611955339025
Hemiplegia,Epidermal Cyst,4,5.178529451568063
Paraplegia,Epidermal Cyst,4,5.109917134663066
Seizures,Epidermal Cyst,3,2.5355007765642417
Muscle Weakness,Epidermal Cyst,3,2.9789732451085866
Voice Disorders,Epidermal Cyst,3,4.99573444402359
Paresthesia,Epidermal Cyst,3,4.074054438449337
Oral Manifestations,Cherubism,3,5.5973288485437225
Eye Manifestations,Cherubism,2,3.0157539477909916
Mental Retardation,Cherubism,2,1.810893368145429
Vision Disorders,Cherubism,1,0.6634894318679091
Oral Hemorrhage,Cherubism,1,2.5759122889943233
Toothache,Cherubism,1,2.7305823144577674
Speech Disorders,Cherubism,1,1.1529165610240042
Heart Murmurs,Cherubism,1,2.3634171314371484
Mouth Breathing,Cherubism,1,3.229359599707584
"Ophthalmoplegia, Chronic Progressive External",MERRF Syndrome,8,29.17498437065538
Ataxia,MERRF Syndrome,4,4.878638851107762
Myoclonus,MERRF Syndrome,4,7.100283477721324
Deafness,MERRF Syndrome,3,3.685581489186784
"Hearing Loss, Sensorineural",MERRF Syndrome,2,2.429711720928589
Cerebellar Ataxia,MERRF Syndrome,2,3.4175712459156364
Muscle Weakness,MERRF Syndrome,2,1.985982163405724
Pain,MERRF Syndrome,2,0.6587734172614802
Dysarthria,MERRF Syndrome,2,4.053170235747513
Seizures,MERRF Syndrome,1,0.8451669255214139
Ophthalmoplegia,MERRF Syndrome,1,1.3298472691830825
Abdominal Pain,MERRF Syndrome,1,0.8484836781474079
"Gait Disorders, Neurologic",MERRF Syndrome,1,1.744765519935002
Blindness,Optic Nerve Injuries,28,30.74787394027859
Vision Disorders,Optic Nerve Injuries,23,15.260256932961907
Pupil Disorders,Optic Nerve Injuries,6,10.476739760372777
Eye Hemorrhage,Optic Nerve Injuries,3,8.257926097567497
"Vision, Low",Optic Nerve Injuries,3,6.768130590139921
Hemianopsia,Optic Nerve Injuries,2,4.164104398773258
Ecchymosis,Optic Nerve Injuries,1,2.2999812330780607
Ophthalmoplegia,Optic Nerve Injuries,1,1.3298472691830825
Scotoma,Optic Nerve Injuries,1,2.3812066730006465
"Blindness, Cortical",Optic Nerve Injuries,1,2.9446760302520585
Unconsciousness,Optic Nerve Injuries,1,0.9279728292056466
Brown-Sequard Syndrome,Optic Nerve Injuries,1,3.535169056751921
Cerebrospinal Fluid Rhinorrhea,Optic Nerve Injuries,1,2.677472489143819
Edema,Optic Nerve Injuries,1,0.5958780941028821
Diplopia,Optic Nerve Injuries,1,1.6441652988834758
Facial Paralysis,Optic Nerve Injuries,1,1.357096911630458
Edema,Erysipelas,9,5.362902846925938
Tinea Pedis,Erysipelas,4,13.888624355692748
Fever,Erysipelas,4,2.4757505291331867
Pain,Erysipelas,4,1.3175468345229604
Obesity,Erysipelas,3,2.4976609549070043
Purpura,Erysipelas,2,2.1264372118582675
Ecchymosis,Erysipelas,2,4.5999624661561205
Fever of Unknown Origin,Erysipelas,2,2.9463098333420885
Facial Pain,Erysipelas,1,1.9723285922962424
Proteinuria,Erysipelas,1,1.248977773533552
Vomiting,Erysipelas,1,0.8435126654253875
Nausea,Erysipelas,1,1.1387530741641398
Paraplegia,Erysipelas,1,1.2774792836657665
Hypesthesia,Erysipelas,1,1.7219610441163826
"Obesity, Morbid",Erysipelas,1,1.75293995237456
Neurologic Manifestations,Erysipelas,1,0.06994141317533438
Arthralgia,"Hyalinosis, Systemic",1,1.4773000003262131
Angina Pectoris,Takayasu Arteritis,23,33.41171757188972
Fever of Unknown Origin,Takayasu Arteritis,22,32.409408166762965
Abdominal Pain,Takayasu Arteritis,19,16.12118988480075
Intermittent Claudication,Takayasu Arteritis,11,24.401335222701732
"Angina, Unstable",Takayasu Arteritis,10,22.42560179709353
Vision Disorders,Takayasu Arteritis,10,6.63489431867909
Blindness,Takayasu Arteritis,9,9.883245195089547
Hemoptysis,Takayasu Arteritis,9,15.273669271832249
Chest Pain,Takayasu Arteritis,9,9.896047473208434
"Hearing Loss, Sensorineural",Takayasu Arteritis,7,8.503991023250062
Fever,Takayasu Arteritis,7,4.332563425983078
Pain,Takayasu Arteritis,6,1.9763202517844407
Syncope,Takayasu Arteritis,6,8.945348565178511
Paresis,Takayasu Arteritis,5,6.4386789191647775
Headache,Takayasu Arteritis,5,4.422821273559453
Fatigue,Takayasu Arteritis,5,5.690065777607146
Urinary Incontinence,Cystocele,11,17.792822757983497
"Urinary Incontinence, Stress",Cystocele,5,14.010879838223882
"Urinary Incontinence, Urge",Cystocele,2,8.255691413896464
Constipation,Cystocele,2,3.1878309870531183
Pelvic Pain,Cystocele,1,2.0410781251763237
Weight Gain,Cystocele,1,1.4866897406760522
Obesity,Cystocele,1,0.8325536516356681
"Urinary Bladder, Overactive",Cystocele,1,3.543332367391082
Weight Loss,Cystocele,1,1.0000537113811745
"Urinary Bladder, Neurogenic",Cystocele,1,2.0782571284180773
Hyperventilation,"Asthma, Exercise-Induced",64,134.72832938682708
Respiratory Sounds,"Asthma, Exercise-Induced",28,45.89954119159554
Dyspnea,"Asthma, Exercise-Induced",24,24.12532035695081
Cough,"Asthma, Exercise-Induced",9,11.83256235986699
Chest Pain,"Asthma, Exercise-Induced",7,7.696925812495447
Anoxia,"Asthma, Exercise-Induced",4,4.0079542868298805
Obesity,"Asthma, Exercise-Induced",4,3.3302146065426723
Pruritus,"Asthma, Exercise-Induced",2,2.9318842169636072
Voice Disorders,"Asthma, Exercise-Induced",2,3.33048962934906
Vocal Cord Paralysis,"Asthma, Exercise-Induced",2,3.9755590869039215
Nausea,"Asthma, Exercise-Induced",2,2.27750614832828
Pain,"Asthma, Exercise-Induced",1,0.3293867086307401
Mouth Breathing,"Asthma, Exercise-Induced",1,3.229359599707584
"Reflex, Abnormal","Asthma, Exercise-Induced",1,1.4071309430046999
Flushing,"Asthma, Exercise-Induced",1,2.6140121352265933
Overweight,"Asthma, Exercise-Induced",1,0.8238720995508412
Mental Retardation,Pseudopseudohypoparathyroidism,33,29.87974057439957
Seizures,Pseudopseudohypoparathyroidism,23,19.43883928699252
Obesity,Pseudopseudohypoparathyroidism,16,13.32085842617069
Tetany,Pseudopseudohypoparathyroidism,13,30.955686749008407
Chorea,Pseudopseudohypoparathyroidism,5,9.96491685663494
Oral Manifestations,Pseudopseudohypoparathyroidism,3,5.5973288485437225
Body Weight,Pseudopseudohypoparathyroidism,3,1.028963541434295
"Obesity, Morbid",Pseudopseudohypoparathyroidism,2,3.5058799047491203
Olfaction Disorders,Pseudopseudohypoparathyroidism,2,4.576460433085082
Paraplegia,Pseudopseudohypoparathyroidism,2,2.554958567331533
